,cell_id,order
319,SA532X2XB00147-A90679-R25-C68,319
320,SA532X2XB00147-A90679-R25-C69,320
321,SA532X2XB00147-A90679-R39-C21,321
322,SA532X2XB00147-A90679-R43-C42,322
323,SA532X2XB00147-A90679-R25-C65,323
324,SA532X2XB00147-A90679-R36-C40,324
325,SA532X2XB00147-A90679-R25-C67,325
326,SA532X2XB00147-A90679-R03-C06,326
327,SA532X2XB00147-A90679-R25-C61,327
328,SA532X2XB00147-A90679-R04-C10,328
329,SA532X2XB00147-A90679-R04-C11,329
330,SA532X2XB00147-A90679-R34-C01,330
331,SA532X2XB00147-A90679-R47-C60,331
332,SA532X2XB00147-A90679-R47-C61,332
333,SA532X2XB00147-A90679-R46-C10,333
334,SA532X2XB00147-A90679-R34-C63,334
335,SA532X2XB00147-A90679-R11-C20,335
336,SA532X2XB00147-A90679-R15-C27,336
337,SA532X2XB00147-A90679-R67-C47,337
338,SA532X2XB00147-A90679-R11-C25,338
339,SA532X2XB00147-A90679-R11-C26,339
340,SA532X2XB00147-A90679-R11-C29,340
341,SA532X2XB00147-A90679-R11-C28,341
342,SA532X2XB00147-A90679-R71-C24,342
343,SA532X2XB00147-A90679-R41-C44,343
344,SA532X2XB00147-A90679-R15-C52,344
345,SA532X2XB00147-A90679-R13-C55,345
346,SA532X2XB00147-A90679-R13-C50,346
347,SA532X2XB00147-A90679-R15-C57,347
348,SA532X2XB00147-A90679-R13-C58,348
349,SA532X2XB00147-A90679-R40-C59,349
350,SA532X2XB00147-A90679-R40-C53,350
351,SA532X2XB00147-A90679-R63-C58,351
352,SA532X2XB00147-A90679-R68-C56,352
353,SA532X2XB00147-A90679-R34-C30,353
354,SA532X2XB00147-A90679-R71-C23,354
355,SA532X2XB00147-A90679-R71-C22,355
356,SA532X2XB00147-A90679-R71-C21,356
357,SA532X2XB00147-A90679-R60-C47,357
358,SA532X2XB00147-A90679-R33-C67,358
359,SA532X2XB00147-A90679-R71-C25,359
360,SA532X2XB00147-A90679-R68-C51,360
361,SA532X2XB00147-A90679-R64-C61,361
362,SA532X2XB00147-A90679-R34-C32,362
363,SA532X2XB00147-A90679-R59-C56,363
364,SA532X2XB00147-A90679-R42-C37,364
365,SA532X2XB00147-A90679-R07-C05,365
366,SA532X2XB00147-A90679-R28-C18,366
367,SA532X2XB00147-A90679-R67-C12,367
368,SA532X2XB00147-A90679-R65-C47,368
369,SA532X2XB00147-A90679-R71-C20,369
370,SA532X2XB00147-A90679-R65-C48,370
371,SA532X2XB00147-A90679-R33-C62,371
372,SA532X2XB00147-A90679-R27-C26,372
373,SA532X2XB00147-A90679-R27-C27,373
374,SA532X2XB00147-A90679-R27-C25,374
375,SA532X2XB00147-A90679-R27-C22,375
376,SA532X2XB00147-A90679-R27-C23,376
377,SA532X2XB00147-A90679-R27-C20,377
378,SA532X2XB00147-A90679-R27-C21,378
379,SA532X2XB00147-A90679-R33-C18,379
380,SA532X2XB00147-A90679-R33-C19,380
381,SA532X2XB00147-A90679-R10-C14,381
382,SA532X2XB00147-A90679-R27-C28,382
383,SA532X2XB00147-A90679-R17-C02,383
384,SA532X2XB00147-A90679-R62-C26,384
385,SA532X2XB00147-A90679-R62-C25,385
386,SA532X2XB00147-A90679-R62-C24,386
387,SA532X2XB00147-A90679-R62-C23,387
388,SA532X2XB00147-A90679-R62-C22,388
389,SA532X2XB00147-A90679-R62-C21,389
390,SA532X2XB00147-A90679-R62-C20,390
391,SA532X2XB00147-A90679-R60-C60,391
392,SA532X2XB00147-A90679-R63-C57,392
393,SA532X2XB00147-A90679-R06-C37,393
394,SA532X2XB00147-A90679-R63-C55,394
395,SA532X2XB00147-A90679-R06-C35,395
396,SA532X2XB00147-A90679-R63-C53,396
397,SA532X2XB00147-A90679-R06-C33,397
398,SA532X2XB00147-A90679-R63-C51,398
399,SA532X2XB00147-A90679-R63-C50,399
400,SA532X2XB00147-A90679-R67-C18,400
401,SA532X2XB00147-A90679-R63-C59,401
402,SA532X2XB00147-A90679-R06-C39,402
403,SA532X2XB00147-A90679-R33-C64,403
404,SA532X2XB00147-A90679-R08-C03,404
405,SA532X2XB00147-A90679-R33-C66,405
406,SA532X2XB00147-A90679-R20-C43,406
407,SA532X2XB00147-A90679-R34-C34,407
408,SA532X2XB00147-A90679-R34-C37,408
409,SA532X2XB00147-A90679-R20-C40,409
410,SA532X2XB00147-A90679-R44-C44,410
411,SA532X2XB00147-A90679-R45-C71,411
412,SA532X2XB00147-A90679-R44-C41,412
413,SA532X2XB00147-A90679-R33-C68,413
414,SA532X2XB00147-A90679-R44-C43,414
415,SA532X2XB00147-A90679-R64-C50,415
416,SA532X2XB00147-A90679-R26-C08,416
417,SA532X2XB00147-A90679-R09-C19,417
418,SA532X2XB00147-A90679-R64-C53,418
419,SA532X2XB00147-A90679-R29-C28,419
420,SA532X2XB00147-A90679-R64-C55,420
421,SA532X2XB00147-A90679-R64-C56,421
422,SA532X2XB00147-A90679-R64-C57,422
423,SA532X2XB00147-A90679-R26-C01,423
424,SA532X2XB00147-A90679-R64-C54,424
425,SA532X2XB00147-A90679-R29-C27,425
426,SA532X2XB00147-A90679-R26-C05,426
427,SA532X2XB00147-A90679-R26-C04,427
428,SA532X2XB00147-A90679-R26-C06,428
429,SA532X2XB00147-A90679-R18-C64,429
430,SA532X2XB00147-A90679-R60-C54,430
431,SA532X2XB00147-A90679-R61-C22,431
432,SA532X2XB00147-A90679-R61-C23,432
433,SA532X2XB00147-A90679-R61-C24,433
434,SA532X2XB00147-A90679-R61-C25,434
435,SA532X2XB00147-A90679-R32-C48,435
436,SA532X2XB00147-A90679-R18-C63,436
437,SA532X2XB00147-A90679-R32-C46,437
438,SA532X2XB00147-A90679-R61-C15,438
439,SA532X2XB00147-A90679-R18-C68,439
440,SA532X2XB00147-A90679-R71-C13,440
441,SA532X2XB00147-A90679-R29-C24,441
442,SA532X2XB00147-A90679-R02-C48,442
443,SA532X2XB00147-A90679-R60-C17,443
444,SA532X2XB00147-A90679-R64-C59,444
445,SA532X2XB00147-A90679-R46-C24,445
446,SA532X2XB00147-A90679-R02-C45,446
447,SA532X2XB00147-A90679-R60-C51,447
448,SA532X2XB00147-A90679-R64-C25,448
449,SA532X2XB00147-A90679-R64-C24,449
450,SA532X2XB00147-A90679-R64-C26,450
451,SA532X2XB00147-A90679-R64-C21,451
452,SA532X2XB00147-A90679-R60-C52,452
453,SA532X2XB00147-A90679-R64-C23,453
454,SA532X2XB00147-A90679-R64-C22,454
455,SA532X2XB00147-A90679-R09-C17,455
456,SA532X2XB00147-A90679-R28-C48,456
457,SA532X2XB00147-A90679-R34-C36,457
458,SA532X2XB00147-A90679-R29-C21,458
459,SA532X2XB00147-A90679-R38-C37,459
460,SA532X2XB00147-A90679-R25-C23,460
461,SA532X2XB00147-A90679-R12-C17,461
462,SA532X2XB00147-A90679-R22-C32,462
463,SA532X2XB00147-A90679-R42-C29,463
464,SA532X2XB00147-A90679-R12-C19,464
465,SA532X2XB00147-A90679-R46-C18,465
466,SA532X2XB00147-A90679-R38-C39,466
467,SA532X2XB00147-A90679-R48-C10,467
468,SA532X2XB00147-A90679-R61-C20,468
469,SA532X2XB00147-A90679-R39-C37,469
470,SA532X2XB00147-A90679-R61-C21,470
471,SA532X2XB00147-A90679-R23-C69,471
472,SA532X2XB00147-A90679-R40-C02,472
473,SA532X2XB00147-A90679-R67-C62,473
474,SA532X2XB00147-A90679-R67-C60,474
475,SA532X2XB00147-A90679-R42-C24,475
476,SA532X2XB00147-A90679-R47-C21,476
477,SA532X2XB00147-A90679-R67-C58,477
478,SA532X2XB00147-A90679-R25-C55,478
479,SA532X2XB00147-A90679-R25-C54,479
480,SA532X2XB00147-A90679-R59-C52,480
481,SA532X2XB00147-A90679-R59-C53,481
482,SA532X2XB00147-A90679-R36-C37,482
483,SA532X2XB00147-A90679-R59-C55,483
484,SA532X2XB00147-A90679-R36-C35,484
485,SA532X2XB00147-A90679-R25-C52,485
486,SA532X2XB00147-A90679-R59-C58,486
487,SA532X2XB00147-A90679-R31-C57,487
488,SA532X2XB00147-A90679-R31-C54,488
489,SA532X2XB00147-A90679-R31-C55,489
490,SA532X2XB00147-A90679-R25-C59,490
491,SA532X2XB00147-A90679-R42-C20,491
492,SA532X2XB00147-A90679-R61-C55,492
493,SA532X2XB00147-A90679-R30-C05,493
494,SA532X2XB00147-A90679-R13-C18,494
495,SA532X2XB00147-A90679-R61-C56,495
496,SA532X2XB00147-A90679-R61-C51,496
497,SA532X2XB00147-A90679-R61-C50,497
498,SA532X2XB00147-A90679-R61-C53,498
499,SA532X2XB00147-A90679-R30-C03,499
500,SA532X2XB00147-A90679-R13-C13,500
501,SA532X2XB00147-A90679-R68-C49,501
502,SA532X2XB00147-A90679-R13-C11,502
503,SA532X2XB00147-A90679-R46-C50,503
504,SA532X2XB00147-A90679-R61-C58,504
505,SA532X2XB00147-A90679-R46-C52,505
506,SA532X2XB00147-A90679-R13-C15,506
507,SA532X2XB00147-A90679-R65-C51,507
508,SA532X2XB00147-A90679-R27-C68,508
509,SA532X2XB00147-A90679-R27-C64,509
510,SA532X2XB00147-A90679-R07-C43,510
511,SA532X2XB00147-A90679-R42-C70,511
512,SA532X2XB00147-A90679-R21-C27,512
513,SA532X2XB00147-A90679-R07-C46,513
514,SA532X2XB00147-A90679-R21-C21,514
515,SA532X2XB00147-A90679-R08-C31,515
516,SA532X2XB00147-A90679-R33-C56,516
517,SA532X2XB00147-A90679-R40-C23,517
518,SA532X2XB00147-A90679-R40-C22,518
519,SA532X2XB00147-A90679-R36-C27,519
520,SA532X2XB00147-A90679-R40-C27,520
521,SA532X2XB00147-A90679-R40-C26,521
522,SA532X2XB00147-A90679-R40-C28,522
523,SA532X2XB00147-A90679-R34-C05,523
524,SA532X2XB00147-A90679-R65-C59,524
525,SA532X2XB00147-A90679-R69-C12,525
526,SA532X2XB00147-A90679-R34-C06,526
527,SA532X2XB00147-A90679-R34-C59,527
528,SA532X2XB00147-A90679-R45-C21,528
529,SA532X2XB00147-A90679-R69-C14,529
530,SA532X2XB00147-A90679-R42-C12,530
531,SA532X2XB00147-A90679-R09-C54,531
532,SA532X2XB00147-A90679-R69-C19,532
533,SA532X2XB00147-A90679-R69-C18,533
534,SA532X2XB00147-A90679-R63-C54,534
535,SA532X2XB00147-A90679-R10-C46,535
536,SA532X2XB00147-A90679-R43-C60,536
537,SA532X2XB00147-A90679-R69-C47,537
538,SA532X2XB00147-A90679-R63-C15,538
539,SA532X2XB00147-A90679-R44-C07,539
540,SA532X2XB00147-A90679-R33-C06,540
541,SA532X2XB00147-A90679-R44-C08,541
542,SA532X2XB00147-A90679-R28-C52,542
543,SA532X2XB00147-A90679-R10-C48,543
544,SA532X2XB00147-A90679-R66-C13,544
545,SA532X2XB00147-A90679-R19-C06,545
546,SA532X2XB00147-A90679-R45-C18,546
547,SA532X2XB00147-A90679-R33-C21,547
548,SA532X2XB00147-A90679-R43-C40,548
549,SA532X2XB00147-A90679-R45-C10,549
550,SA532X2XB00147-A90679-R33-C24,550
551,SA532X2XB00147-A90679-R12-C54,551
552,SA532X2XB00147-A90679-R22-C72,552
553,SA532X2XB00147-A90679-R36-C70,553
554,SA532X2XB00147-A90679-R18-C29,554
555,SA532X2XB00147-A90679-R63-C52,555
556,SA532X2XB00147-A90679-R24-C24,556
557,SA532X2XB00147-A90679-R71-C17,557
558,SA532X2XB00147-A90679-R24-C28,558
559,SA532X2XB00147-A90679-R18-C26,559
560,SA532X2XB00147-A90679-R64-C20,560
561,SA532X2XB00147-A90679-R26-C57,561
562,SA532X2XB00147-A90679-R26-C54,562
563,SA532X2XB00147-A90679-R26-C55,563
564,SA532X2XB00147-A90679-R20-C18,564
565,SA532X2XB00147-A90679-R26-C50,565
566,SA532X2XB00147-A90679-R27-C39,566
567,SA532X2XB00147-A90679-R69-C11,567
568,SA532X2XB00147-A90679-R34-C65,568
569,SA532X2XB00147-A90679-R20-C10,569
570,SA532X2XB00147-A90679-R08-C53,570
571,SA532X2XB00147-A90679-R26-C59,571
572,SA532X2XB00147-A90679-R64-C58,572
573,SA532X2XB00147-A90679-R48-C55,573
574,SA532X2XB00147-A90679-R35-C34,574
575,SA532X2XB00147-A90679-R35-C35,575
576,SA532X2XB00147-A90679-R64-C62,576
577,SA532X2XB00147-A90679-R69-C53,577
578,SA532X2XB00147-A90679-R61-C19,578
579,SA532X2XB00147-A90679-R61-C18,579
580,SA532X2XB00147-A90679-R61-C11,580
581,SA532X2XB00147-A90679-R30-C41,581
